Код объекта,трассы,автомобильные мосты,Материал окон,Счетчик воды,гостевой паркинг,памятники архитектуры,культуры,пешеходные бульвары,Балкон,всего этажей,Серия,Стены,Адрес,Год постройки,Общая площадь,Высота потолков,Двор,Комнатность,подземный паркинг,Ремонт,цена
4719016,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Хрущ,Кирпичные,Центр,1966.0,42.0,2.5,открытый двор,2,0,Косметический ремонт,2650.0
4743175,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Центр,1966.0,13.0,2.5,открытый двор,1,0,Требует ремонта,550.0
4791056,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Ключевая,2008.0,42.0,2.7,открытый двор,1,0,Косметический ремонт,2600.0
4851657,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1992.0,36.0,2.5,открытый двор,1,0,Косметический ремонт,2500.0
4814796,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,4,Общ,Кирпичные,Перевалка,1961.0,11.0,2.5,открытый двор,1,0,Косметический ремонт,500.0
4639914,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1992.0,98.0,2.5,открытый двор,4,0,Косметический ремонт,5900.0
4694789,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,4,75 ,Панельные,Древлянка,1990.0,77.4,2.5,закрытый двор,3,0,Современный ремонт,5800.0
4616564,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Панельные,Зарека,1969.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,700.0
4699867,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Блочные,Перевалка,1992.0,94.0,2.5,открытый двор,3,0,Черновая отделка,3280.0
4652455,0,0,Пластиковые,есть,0,0,0,0,Балкон и лоджия,9,Инд,Монолитные,Древлянка,2017.0,41.4,2.5,открытый двор,1,0,Современный ремонт,4700.0
4564358,0,0,Деревянные,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Зарека,1979.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,620.0
4692040,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,12,Инд,Блочные,Ключевая,2011.0,38.0,2.5,открытый двор,1,0,Косметический ремонт,2300.0
4679666,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Панельные,Зарека,1969.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,830.0
4657635,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1991.0,70.0,2.5,открытый двор,4,0,Косметический ремонт,5145.0
4597975,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Первомайский,1971.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,1200.0
4590045,0,0,Деревянные,есть,0,0,0,0,Есть балкон,5,Общ,Панельные,Октябрьский,1978.0,12.0,2.5,открытый двор,1,0,Частичный ремонт,660.0
4684284,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Голиковка,1960.0,12.0,2.5,открытый двор,1,0,Косметический ремонт,550.0
4568095,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,12,Инд,Кирпичные,Кукковка,1997.0,50.0,2.5,открытый двор,2,0,Частичный ремонт,3399.0
4640547,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Октябрьский,1988.0,33.5,2.75,открытый двор,1,0,Косметический ремонт,2450.0
4665707,0,0,Деревянные,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Перевалка,1976.0,12.7,2.5,открытый двор,1,0,Косметический ремонт,550.0
4587497,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Блочные,Ключевая,1967.0,31.0,2.5,открытый двор,1,0,Косметический ремонт,1800.0
4683347,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1979.0,19.7,2.5,открытый двор,1,0,Косметический ремонт,820.0
4615888,0,0,Деревянные,есть,0,0,0,0,Лоджия,9,75 ,Панельные,Кукковка,1985.0,70.3,2.5,открытый двор,4,0,Частичный ремонт,2800.0
4564920,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Ключевая,1982.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4530588,0,0,Пластиковые/деревянные,есть,0,0,0,0,Есть балкон,3,Инд,Кирпичные,Первомайский,1957.0,72.0,3.0,открытый двор,3,0,Косметический ремонт,4000.0
4414316,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,Инд,Монолитные,Ключевая,2016.0,42.0,2.5,открытый двор,2,0,Косметический ремонт,3200.0
4500403,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Монолитные,Древлянка,2017.0,56.1,2.5,открытый двор,2,0,Современный ремонт,6510.0
4432300,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Голиковка,1974.0,12.1,2.5,открытый двор,1,0,Современный ремонт,550.0
4310849,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1982.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,890.0
4386226,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Октябрьский,1958.0,89.0,2.5,открытый двор,5,0,Косметический ремонт,2900.0
4331495,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Зарека,1979.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4319605,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Зарека,1953.0,34.0,2.5,открытый двор,1,0,Косметический ремонт,2000.0
4508915,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Перевалка,1992.0,41.1,2.5,открытый двор,2,0,Косметический ремонт,1560.0
4344379,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Перевалка,2008.0,60.0,2.75,открытый двор,2,0,Ремонт по дизайн проекту,5199.0
4474476,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Перевалка,1983.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,999.0
4505524,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1992.0,55.3,2.5,открытый двор,2,0,Частичный ремонт,2650.0
4389654,0,0,Пластиковые,отсутствует,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Сулажгора,1990.0,12.6,2.5,открытый двор,1,0,Косметический ремонт,540.0
4309302,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1970.0,59.1,2.5,открытый двор,4,0,Косметический ремонт,3700.0
4471087,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Зарека,1979.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4463435,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Ключевая,1982.0,17.5,2.5,открытый двор,1,0,Косметический ремонт,650.0
4364160,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Октябрьский,1980.0,18.5,2.5,открытый двор,1,0,Косметический ремонт,800.0
4342447,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Панельные,Зарека,1969.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,500.0
4376522,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Блочные,Кукковка,1992.0,37.0,2.5,открытый двор,1,0,Косметический ремонт,2060.0
4561287,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,Инд,Панельные,Октябрьский,1994.0,36.9,2.5,открытый двор,1,0,Косметический ремонт,2300.0
4394987,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,75 ,Панельные,Кукковка,1980.0,85.8,2.5,открытый двор,4,0,Косметический ремонт,3899.0
4480107,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1982.0,71.0,2.5,открытый двор,4,0,Косметический ремонт,4200.0
4123841,0,0,Пластиковые/деревянные,есть,0,0,0,0,Нет балкона,9,Инд,Кирпичные,Голиковка,1977.0,83.7,3.1,открытый двор,3,0,Косметический ремонт,4800.0
4270319,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Голиковка,1984.0,13.0,2.5,открытый двор,1,0,Современный ремонт,600.0
4304769,0,0,Пластиковые/деревянные,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Перевалка,1999.0,38.5,2.5,открытый двор,1,0,Косметический ремонт,2750.0
4304870,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Панельные,Зарека,1969.0,16.0,2.5,открытый двор,1,0,Современный ремонт,690.0
4216722,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Октябрьский,1967.0,48.6,2.5,открытый двор,2,0,Косметический ремонт,2500.0
4099873,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,2009.0,81.4,2.7,открытый двор,3,0,Косметический ремонт,4599.0
4291848,0,0,Пластиковые,отсутствует,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,1982.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,600.0
4167465,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Панельные,Древлянка,2014.0,62.1,2.5,открытый двор,3,0,Косметический ремонт,4250.0
4084360,0,0,Пластиковые,есть,1,0,0,0,Нет балкона,2,Инд,Деревянные,Первомайский,1986.0,40.9,2.5,открытый двор,1,0,Косметический ремонт,1100.0
4167006,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Октябрьский,1966.0,32.0,2.5,открытый двор,1,0,Косметический ремонт,2360.0
4293465,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1990.0,41.0,2.5,открытый двор,1,0,Косметический ремонт,2800.0
4077667,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Зарека,1976.0,47.9,2.5,открытый двор,2,0,Косметический ремонт,2480.0
4151287,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1952.0,63.8,3.25,открытый двор,3,0,Современный ремонт,4820.0
4249387,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1986.0,69.4,3.15,открытый двор,3,0,Современный ремонт,7000.0
4286684,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,2,Инд,Деревянные,Первомайский,1992.0,66.9,2.5,открытый двор,3,0,Частичный ремонт,1650.0
4306374,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1959.0,87.8,2.5,открытый двор,2,0,Частичный ремонт,4200.0
4305691,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Первомайский,2004.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,750.0
4063914,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,335-с,Панельные,Кукковка,1979.0,72.0,2.5,открытый двор,4,0,Косметический ремонт,3770.0
4235899,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,6,Инд,Кирпичные,Первомайский,2003.0,60.2,2.6,закрытый двор,2,0,Современный ремонт,5200.0
3904353,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,1979.0,53.7,2.5,открытый двор,2,0,Частичный ремонт,2900.0
3767727,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,2004.0,75.9,3.05,закрытый двор,2,0,Косметический ремонт,5799.0
3908456,0,0,Пластиковые,отсутствует,1,0,0,0,Есть балкон,10,Инд,Монолитные,Древлянка,2021.0,37.0,2.8,открытый двор,1,0,Улучшенная черновая отделка,2550.0
3877620,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Зарека,1954.0,60.3,3.0,открытый двор,2,0,Косметический ремонт,3290.0
4011658,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,6,Инд,Кирпичные,Ключевая,1992.0,51.0,2.5,открытый двор,2,0,Косметический ремонт,3400.0
3835822,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Хрущ,Панельные,Октябрьский,1975.0,57.3,2.5,открытый двор,2,0,Косметический ремонт,2850.0
3789120,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Зарека,1962.0,45.3,2.7,открытый двор,2,0,Современный ремонт,3850.0
3763106,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1987.0,56.5,3.0,открытый двор,2,0,Косметический ремонт,3100.0
3840362,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1959.0,44.6,2.5,открытый двор,2,0,Требует ремонта,2199.0
3910875,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Блочные,Голиковка,1969.0,44.9,2.5,открытый двор,2,0,Косметический ремонт,2670.0
3785347,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Голиковка,1974.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,550.0
3735488,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Кирпичные,Центр,1956.0,71.6,2.9,закрытый двор,3,0,Ремонт по дизайн проекту,5690.0
3983701,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Кукковка,1983.0,87.7,2.5,закрытый двор,4,0,Современный ремонт,4500.0
3983636,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Блочные,Перевалка,1992.0,105.0,2.5,открытый двор,3,0,Современный ремонт,6000.0
3752094,0,0,Деревянные,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Зарека,1953.0,54.0,2.5,открытый двор,2,0,Косметический ремонт,2450.0
3759577,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,16,2-68-1-0,Панельные,Кукковка,1990.0,63.6,2.5,открытый двор,3,0,Косметический ремонт,3880.0
3872737,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Зарека,1979.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,800.0
3833360,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Сулажгора,1990.0,13.0,2.5,открытый двор,1,0,Косметический ремонт,450.0
3982986,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Перевалка,1964.0,40.3,2.5,открытый двор,2,0,Косметический ремонт,1450.0
3856275,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,75 ,Панельные,Древлянка,1994.0,65.3,2.5,открытый двор,3,0,Современный ремонт,4500.0
3958269,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Кирпичные,Октябрьский,2010.0,61.0,2.7,открытый двор,3,0,Современный ремонт,4600.0
3960369,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,2005.0,79.0,2.5,открытый двор,2,0,Современный ремонт,6300.0
3673923,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Первомайский,2004.0,11.5,2.5,открытый двор,1,0,Частичный ремонт,480.0
3687566,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Голиковка,1992.0,65.3,2.5,открытый двор,3,0,Частичный ремонт,2150.0
3719204,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Панельные,Кукковка,1983.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,800.0
3676888,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,335-с,Панельные,Кукковка,1978.0,63.7,2.5,открытый двор,3,0,Косметический ремонт,3550.0
3734826,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Общ,Кирпичные,Перевалка,1979.0,17.9,2.5,открытый двор,1,0,Косметический ремонт,850.0
3659947,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Перевалка,1992.0,112.4,2.5,открытый двор,3,0,Современный ремонт,6100.0
3671463,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Перевалка,2009.0,67.3,2.5,открытый двор,2,0,Косметический ремонт,5100.0
3692575,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Сулажгора,2011.0,63.6,2.5,открытый двор,3,0,Современный ремонт,4500.0
3482512,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Блочные,Древлянка,2015.0,70.0,2.5,открытый двор,3,0,Современный ремонт,6100.0
3537797,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Первомайский,1969.0,44.6,2.5,открытый двор,2,0,Современный ремонт,3100.0
3734774,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Общ,Кирпичные,Перевалка,1979.0,18.4,2.5,открытый двор,1,0,Косметический ремонт,850.0
3565921,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Перевалка,1987.0,59.3,2.5,открытый двор,3,0,Косметический ремонт,3800.0
3494758,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Общ,Кирпичные,Голиковка,1974.0,18.0,2.5,открытый двор,1,0,Косметический ремонт,749.0
3602167,0,0,Деревянные,отсутствует,1,0,0,0,Нет балкона,2,Инд,Деревянные,Кукковка,1992.0,20.0,2.5,открытый двор,1,0,Косметический ремонт,550.0
3530816,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,Инд,Кирпичные,Октябрьский,2010.0,35.6,2.5,открытый двор,1,0,Косметический ремонт,3400.0
3576826,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Блочные,Перевалка,1992.0,48.5,2.5,открытый двор,2,0,Современный ремонт,3600.0
3705535,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Центр,1941.0,47.0,3.2,открытый двор,2,0,Частичный ремонт,1700.0
3581440,0,0,Деревянные,есть,0,0,0,0,Есть балкон,5,1-335,Блочные,Кукковка,1978.0,66.1,2.0,открытый двор,3,0,Косметический ремонт,2900.0
3685063,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,2,Инд,Деревянные,Зарека,1992.0,24.5,2.5,открытый двор,1,0,Косметический ремонт,1500.0
3659257,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1974.0,58.9,2.5,открытый двор,4,0,Косметический ремонт,2950.0
3684803,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1960.0,92.0,3.15,открытый двор,4,0,Косметический ремонт,4800.0
3655749,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Голиковка,2010.0,76.6,2.5,открытый двор,3,0,Косметический ремонт,5500.0
3538819,0,0,Пластиковые,есть,0,0,0,0,Лоджия,5,Инд,Кирпичные,Перевалка,2006.0,63.0,2.5,открытый двор,2,0,Современный ремонт,6000.0
3330093,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Голиковка,1972.0,44.6,2.5,открытый двор,2,0,Косметический ремонт,2700.0
3281194,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Блочные,Перевалка,2000.0,70.0,2.7,открытый двор,3,0,Косметический ремонт,4300.0
3214863,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1989.0,71.2,2.55,открытый двор,4,0,Косметический ремонт,4250.0
3131575,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Зарека,1974.0,58.8,2.5,открытый двор,3,0,Современный ремонт,2765.0
3322613,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1960.0,99.0,2.5,открытый двор,3,0,Современный ремонт,5650.0
3364621,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Общ,Блочные,Октябрьский,1979.0,15.7,2.5,открытый двор,1,0,Косметический ремонт,500.0
3463041,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,75 ,Панельные,Голиковка,1989.0,56.8,2.87,открытый двор,2,0,Требует ремонта,3199.0
3006609,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,1975.0,93.0,2.5,открытый двор,4,0,Косметический ремонт,4600.0
3084729,0,0,Деревянные,есть,0,0,0,0,Есть балкон,3,Инд,Кирпичные,Зарека,1953.0,62.1,3.0,открытый двор,2,0,Косметический ремонт,3200.0
3340515,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Первомайский,1950.0,66.3,2.5,открытый двор,3,0,Косметический ремонт,2500.0
3055522,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Октябрьский,1971.0,75.6,2.5,открытый двор,4,0,Косметический ремонт,4120.0
3213182,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,Инд,Панельные,Древлянка,1993.0,71.0,2.5,открытый двор,3,0,Косметический ремонт,4200.0
3475396,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,2008.0,71.7,2.65,закрытый двор,3,0,Косметический ремонт,3750.0
3309664,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Перевалка,1989.0,81.0,2.5,открытый двор,4,0,Современный ремонт,4500.0
3311973,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1962.0,45.0,2.55,открытый двор,2,0,Косметический ремонт,2400.0
3328632,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Блочные,Центр,1962.0,13.1,2.5,открытый двор,1,0,Косметический ремонт,840.0
3402639,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Центр,1956.0,94.9,2.5,открытый двор,4,0,Косметический ремонт,5890.0
3361897,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,2,Инд,Деревянные,Зарека,1992.0,60.3,2.55,открытый двор,3,0,Косметический ремонт,2100.0
3387726,0,0,Деревянные,есть,0,1,1,1,Нет балкона,5,Инд,Кирпичные,Центр,1953.0,41.0,2.5,открытый двор,1,0,Требует ремонта,2600.0
3053213,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,5,Инд,Панельные,Кукковка,1992.0,84.0,2.5,открытый двор,4,0,Косметический ремонт,3600.0
2941563,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,335-с,Панельные,Кукковка,1979.0,60.0,2.5,открытый двор,3,0,Косметический ремонт,3300.0
3309056,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,4,Инд,Кирпичные,Зарека,1949.0,105.0,2.8,открытый двор,4,0,Косметический ремонт,5400.0
3056681,0,0,Пластиковые,есть,0,0,0,0,Нет балкона,3,Инд,Кирпичные,Зарека,1957.0,63.0,2.5,открытый двор,3,0,Современный ремонт,4500.0
3224819,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Древлянка,1987.0,70.0,2.5,открытый двор,3,0,Требует ремонта,3000.0
5561237,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Центр,1963.0,31.1,2.5,открытый двор,1,0,Косметический ремонт,2700.0
5379065,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Блочные,Сулажгора,2016.0,43.6,2.5,открытый двор,2,0,Косметический ремонт,2990.0
5354600,0,0,Пластиковые,есть,1,0,0,0,Есть балкон,12,Инд,Панельные,Кукковка,2017.0,54.3,2.5,открытый двор,2,0,Косметический ремонт,3960.0
2920647,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,3,Инд,Кирпичные,Ключевая,2016.0,152.2,2.5,открытый двор,3,0,Черновая отделка,6230.0
5215160,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Кукковка,1983.0,36.3,2.5,открытый двор,1,0,Косметический ремонт,2599.0
2846249,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Блочные,Перевалка,1987.0,53.3,2.8,открытый двор,2,0,Косметический ремонт,2699.0
2920500,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,10,Инд,Кирпичные,Октябрьский,2010.0,39.0,2.5,открытый двор,1,0,Современный ремонт,3000.0
2875738,0,0,Деревянные,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Кукковка,1986.0,64.5,2.56,открытый двор,3,0,Косметический ремонт,3400.0
2891833,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,75 ,Панельные,Кукковка,1985.0,39.8,2.5,открытый двор,1,0,Современный ремонт,2500.0
4671111,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Ключевая,2012.0,36.6,2.5,открытый двор,1,0,Косметический ремонт,2900.0
5193363,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,5,Инд,Кирпичные,Октябрьский,1963.0,30.6,2.5,открытый двор,1,0,Косметический ремонт,2350.0
2836807,0,0,Пластиковые,есть,0,0,0,0,Есть балкон,9,Инд,Панельные,Октябрьский,2014.0,51.0,2.5,открытый двор,1,0,Современный ремонт,4100.0
2584308,0,0,Деревянные,есть,0,0,0,0,Есть балкон,5,Инд,Панельные,Сулажгора,1981.0,59.1,2.5,открытый двор,3,0,Требует ремонта,2800.0
